Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Page Quantity (product.metafields.custom.page_quantity),Page size (product.metafields.custom.page_size),page weight (product.metafields.custom.page_weight),Color (product.metafields.shopify.color-pattern),Page size (product.metafields.shopify.page-size),Paper type (product.metafields.shopify.paper-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
מחברת-שורות-קטנה,מחברת שורות קטנה,"<p>מוצר משלים למוצרי התכנון</p>
<p>מחברת לכתיבה חופשית</p>
<p>באותו עיצוב אחיד שהופך את המחברות לאקססוריז של שולחן העבודה</p>
<p>המחברת מתאימה לסיכומים, תובנות, רעיונות, יצירות, פרוייקטים ועוד</p>
<p> </p>
<p>מחברת שורות </p>
<p>כריכה רכה תפורה</p>
<p>גודל A5</p>
<p>30 דפים</p>
<p>נייר 90 גרם</p>",90gr / 30P / A5,Office Supplies > General Office Supplies > Paper Products > Notebooks & Notepads > Notepads,"",מוצרי תכנון משלימים,true,Title,Default Title,,,,,,,,,0.0,shopify,200,deny,manual,32.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0232-Edit.jpg?v=1771313562,1,"",false,,,30 דפים,A5,120 גודל,stone,,,,kg,,,active
מחברת-שורות-קטנה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0234-Edit.jpg?v=1770564027,2,"",,,,,,,,,,,,,,
מחברת-שורות-קטנה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0243-Edit.jpg?v=1770826018,3,"",,,,,,,,,,,,,,
מחברת-שורות-קטנה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0232-Edit_7ef9cdcd-d763-48e7-b05e-bfcc12f95e84.jpg?v=1770826768,4,"",,,,,,,,,,,,,,
מחברת-שורות-קטנה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/S2A5448-Edit_afd4325f-8218-479e-ab86-61549a6f9198.jpg?v=1771313447,5,"",,,,,,,,,,,,,,
בלוק-תכנון-קטן,בלוק תכנון קטן,"<p>בלוק נייר חלק </p>
<p>לכתיבה ותכנון חופשי.</p>
<p>מתאים לרשימות, להודעות ותזכורות</p>
<p>מגיע בשלושה גדלים בהתאם לכל צורך.</p>
<p>משתלב בעיצוב של שאר מוצרי התכנון.</p>
<p> </p>
<p><meta charset=""utf-8"">גודל A6</p>
<p>50 דפים</p>
<p>עובי נייר 120 גרם</p>
<p>גב קרטון</p>",120gr / 50P / A6,Office Supplies > General Office Supplies > Paper Products > Notebooks & Notepads > Notepads,"",מוצרי תכנון משלימים,true,Title,Default Title,,,,,,,,,0.0,shopify,199,deny,manual,25.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0214-Edit-3_5ce933fb-ef1a-41bd-8782-4348946fd945.jpg?v=1771313562,1,"",false,,,50 דפים,A6,120 גרם,stone,,,,kg,,,active
בלוק-תכנון-קטן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0220-Edit_c92490ef-e5c0-49d9-a809-64afe37f4eb4.jpg?v=1770563795,2,"",,,,,,,,,,,,,,
בלוק-תכנון-קטן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0221_afc87196-c3a1-4e3d-a7b2-6a14ec38a49b.jpg?v=1770826909,3,"",,,,,,,,,,,,,,
בלוק-תכנון-קטן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0219-Edit_46babbe8-ab29-40e5-8fdd-bd72e803eef0.jpg?v=1770826979,4,"",,,,,,,,,,,,,,
בלוק-תכנון-קטן,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0214-Edit-3_f7ec7dd0-773f-44ed-93d4-96fd2f98da44.jpg?v=1770827169,5,"",,,,,,,,,,,,,,
p8,לוח משפחתי ומסגרת עץ מגנטית,"<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">תכנון שבועי משפחתי</span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">בלוח המשפחתי תוכלי לעדכן אירועים שבועיים מיוחדים של בני הבית, החל ממבחן בביס ו״חולצה לבנה״ ועד חוגים ועיסוקים של בני הבית אחר הצהריים.</span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""> </p>
<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">מעבר לאירועי השבוע,</span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">בבלוח המשפחתי יש מקום לכתוב תזכורות,</span><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none white-space-prewrap""> </span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">משימות בית שבשגרה ואפילו נושאים לשיחה</span><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none white-space-prewrap""> </span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""> </p>
<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">כל בני הבית שותפים לכתיבה בלוח המשפחתי</span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""> </p>
<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">הלוח המשפחתי שומר את כל בני הבית מעודכנים ומעורבים באירועי השבוע (גם את סבא וסבתא כשבאים לבקר).</span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""> </p>
<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">ובכך</span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">-מאפשר להעביר לילדים בצורה מסודרת וברורה את מהלך השבוע</span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">- מעודד מעורבות בחיי בני המשפחה ובמשימות הבית</span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">-מלמד ניהול וארגון זמן ומשימות ע״י דוגמא אישית</span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">-מעודד אחריות</span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">-כלי להנחלת ערכים</span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">-כלי להנחלת הרגלים ושגרה</span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">-מאפשר תשתית לתיאום ציפיות עם הילדים לגבי משימות בשגרה.</span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""> </p>
<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">העיצוב שלו נעים ומשתלב עם הבית, כך שאפשר, ואף רצוי לתלות אותו בקום מרכזי, שזמין לכולם, כמו המטבח או פינת האוכל</span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""> </p>
<p class=""cvGsUA direction-rtl align-start para-style-body""> </p>",120gr / 15P / 50X70,Uncategorized,"","",true,Title,Default Title,,,,,,,,,0.0,shopify,199,deny,manual,220.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0257_b9196d1c-a063-4f90-8864-842f466e640a.jpg?v=1770564095,1,"",false,,,15 דפים,50X70,120 גרם,,,,,kg,,,active
p8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0265-Edit_11a3d282-732a-40ad-9d64-0be840d79637.jpg?v=1770564103,2,"",,,,,,,,,,,,,,
p8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0257_e7d7df52-5dcc-4f3b-8eee-4b55e7e157f3.jpg?v=1770564128,3,"",,,,,,,,,,,,,,
p8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0263-Edit_39e73277-8b85-4bd8-8780-fb27326d167b.jpg?v=1770564136,4,"",,,,,,,,,,,,,,
מארז-בלוקים,מארז בלוקים,,יום האם,Uncategorized,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,199,deny,manual,120.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/1_43bf36b6-75af-4a5f-ac32-f5ea18179948.png?v=1764199384,1,"",false,,,,,,,,,,kg,,,draft
מארז-בלוקים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/4_cd3aa64e-2219-4d14-8d55-474428d123a4.png?v=1764199384,2,"",,,,,,,,,,,,,,
מארז-בלוקים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/2_a18aa490-2339-450a-91a8-415aa423bbb5.png?v=1764199385,3,"",,,,,,,,,,,,,,
מארז-בלוקים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/3_45cbb317-fa69-4864-a9f6-8696f0430ede.png?v=1764199385,4,"",,,,,,,,,,,,,,
מארז-אימהות,מארז אימהות,,MothersDay,Uncategorized,"","",false,Title,Default Title,,,,,,,,,0.0,shopify,199,deny,manual,490.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0296.jpg?v=1764188360,1,"",false,,,,,,,,,,kg,,,draft
p6,בלוק תכנון,"<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">בלוק נייר חלק לכתיבה ותכנון חופשי.</span><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none white-space-prewrap""> </span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">נייר עבה ונוח לכתיבה.</span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">מגיע בשלושה גדלים בהתאם לכל צורך, החל מכתיבה חופשית, רשימות וכתיבת הודעות ותזכורות</span><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none white-space-prewrap""> </span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">משתלב בעיצוב של שאר מוצרי התכנון</span></p>
<p class=""cvGsUA direction-rtl align-start para-style-body""> </p>",120gr / 50 / A4-A6,Office Supplies > General Office Supplies > Paper Products > Notebooks & Notepads > Notepads,"",מוצרי תכנון משלימים,false,גודל,A4,,,,,,,,,0.0,shopify,200,deny,manual,40.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0798/7838/9996/files/1_2fc3a626-79b3-403a-9d26-11e34c5eaf38.png?v=1764620864,1,"",false,,,30 דפים,A4/A5/A6,120 גרם,,,,,kg,,,draft
p6,,,,,,,,,A5,,,,,,,,,0.0,shopify,200,deny,manual,30.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0798/7838/9996/files/2_8bf88852-600a-44cf-8122-36be42b16643.png?v=1764620864,2,"",,,,,,,,,,,kg,,,
p6,,,,,,,,,A6,,,,,,,,,0.0,shopify,200,deny,manual,25.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0798/7838/9996/files/3_ae31d543-a3b9-4c48-adc1-bc013a7ce6cc.png?v=1764620864,3,"",,,,,,,,,,,kg,,,
p6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/4_c8d76b93-6c63-4eb1-8e71-5ed907db1141.png?v=1764620864,4,"",,,,,,,,,,,,,,
p6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/5_380303a9-4f49-47be-be20-b25ca656d13e.png?v=1764620864,5,"",,,,,,,,,,,,,,
בלוק-תכנון-בינוני,בלוק תכנון בינוני,"<p>בלוק נייר חלק </p>
<p>לכתיבה ותכנון חופשי.</p>
<p>מתאים לרשימות, להודעות ותזכורות</p>
<p>מגיע בשלושה גדלים בהתאם לכל צורך.</p>
<p>משתלב בעיצוב של שאר מוצרי התכנון.</p>
<p> </p>
<p><meta charset=""utf-8"">גודל A5</p>
<p>50 דפים</p>
<p>עובי נייר 120 גרם</p>
<p>גב קרטון</p>",120gr / 50P / A5,Office Supplies > General Office Supplies > Paper Products > Notebooks & Notepads > Notepads,"",מוצרי תכנון משלימים,true,Title,Default Title,,,,,,,,,0.0,shopify,199,deny,manual,40.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0217-Edit-2_8824c653-af2b-426c-b739-1971ef7b70d7.jpg?v=1771313640,1,"",false,,,50 דפים,A5,120 גרם,powder,,,,kg,,,active
בלוק-תכנון-בינוני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0219-Edit_7ad4029f-43e7-4cf0-93f1-3c2c85cf94a5.jpg?v=1770563851,2,"",,,,,,,,,,,,,,
בלוק-תכנון-בינוני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0221_afc87196-c3a1-4e3d-a7b2-6a14ec38a49b.jpg?v=1770826909,3,"",,,,,,,,,,,,,,
בלוק-תכנון-בינוני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0219-Edit_46babbe8-ab29-40e5-8fdd-bd72e803eef0.jpg?v=1770826979,4,"",,,,,,,,,,,,,,
בלוק-תכנון-בינוני,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0217-Edit-2_b2367541-3ffd-462e-93af-5190af2ef5d5.jpg?v=1770827111,5,"",,,,,,,,,,,,,,
מחברת-שורות-גדולה,מחברת שורות בינונית,"<p>מוצר משלים למוצרי התכנון</p>
<p>מחברת לכתיבה חופשית</p>
<p>באותו עיצוב אחיד שהופך את המחברות לאקססוריז של שולחן העבודה</p>
<p>המחברת מתאימה לסיכומים, תובנות, רעיונות, יצירות, פרוייקטים ועוד</p>
<p> </p>
<p>מחברת שורות </p>
<p>כריכה רכה תפורה</p>
<p>25.5X19 ס״מ</p>
<p>40 דפים</p>
<p>נייר 90 גרם</p>",90gr / 30P / A4,Office Supplies > General Office Supplies > Paper Products > Notebooks & Notepads > Notepads,"",מוצרי תכנון משלימים,true,Title,Default Title,,,,,,,,,0.0,shopify,200,deny,manual,35.00,,true,false,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/S2A5447-Edit.jpg?v=1771313242,1,"",false,,,40 דפים,B5+,120 גודל,powder,,,,kg,,,active
מחברת-שורות-גדולה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/S2A5448-Edit.jpg?v=1771313249,2,"",,,,,,,,,,,,,,
מחברת-שורות-גדולה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/S2A5447-Edit_91ba937b-86cf-4e33-a9ec-3a997d483494.jpg?v=1771313300,3,"",,,,,,,,,,,,,,
מחברת-שורות-גדולה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/S2A5477-Edit.jpg?v=1771313347,4,"",,,,,,,,,,,,,,
מחברת-שורות-גדולה,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/S2A5449_b80f3345-9337-4410-b269-37e7d6aed657.jpg?v=1771313390,5,"",,,,,,,,,,,,,,
p2,לוח משפחתי,"<p style=""text-align: right;"" class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">בלוח המשפחתי תוכלי לעדכן אירועים שבועיים מיוחדים של בני הבית, החל ממבחן בבי״ס, ״חולצה לבנה״ ועד חוגים ועיסוקים של בני הבית אחר הצהריים.</span></p>
<p style=""text-align: right;"" class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">מעבר לאירועי השבוע, </span><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">בבלוח המשפחתי יש מקום לכתוב תזכורות,</span><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none white-space-prewrap""> </span><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">משימות בית שבשגרה ואפילו נושאים לשיחה.</span><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none white-space-prewrap""></span></p>
<p style=""text-align: right;"" class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">כל בני הבית שותפים לכתיבה בלוח המשפחתי.</span></p>
<p style=""text-align: right;"" class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">הלוח המשפחתי שומר את כל בני הבית מעודכנים ומעורבים באירועי השבוע (גם את סבא וסבתא כשבאים לבקר).</span></p>
<p style=""text-align: right;"" class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">ובכך:</span></p>
<p style=""text-align: right;"" class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">-מאפשר להעביר לילדים בצורה מסודרת וברורה את מהלך השבוע</span></p>
<p style=""text-align: right;"" class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">- מעודד מעורבות בחיי בני המשפחה ובמשימות הבית</span></p>
<p style=""text-align: right;"" class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">-מלמד ניהול וארגון זמן ומשימות ע״י דוגמא אישית</span></p>
<p style=""text-align: right;"" class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">-מעודד אחריות</span></p>
<p style=""text-align: right;"" class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">-כלי להנחלת ערכים</span></p>
<p style=""text-align: right;"" class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">-כלי להנחלת הרגלים ושגרה</span></p>
<p style=""text-align: right;"" class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">-מאפשר תשתית לתיאום ציפיות עם הילדים לגבי משימות בשגרה.</span></p>
<p style=""text-align: right;"" class=""cvGsUA direction-rtl align-start para-style-body""> </p>
<p style=""text-align: right;"" class=""cvGsUA direction-rtl align-start para-style-body""><span class=""a_GcMg font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">העיצוב שלו נעים ומשתלב עם הבית, כך שאפשר, ואף רצוי לתלות אותו בקום מרכזי, שזמין לכולם, כמו המטבח או פינת האוכל</span></p>",120gr / 50P / A4,Uncategorized,"",מוצרי תכנון לאימהות,true,Title,Default Title,,,,,,,,,0.0,shopify,199,deny,manual,180.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0257_27b8a0de-e459-49c6-9751-a3159da42c8f.jpg?v=1770189799,1,"",false,,,15 דפים,50X70,120 גרם,,,,,kg,,,active
p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0265-Edit_4e4619c1-b991-4acc-819b-fb85ad2111e3.jpg?v=1770819692,2,"",,,,,,,,,,,,,,
p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0257_01e8bab0-f601-43bb-bbbe-a0dd19de2b68.jpg?v=1771916989,3,"",,,,,,,,,,,,,,
p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0257_849f5aa3-d4c8-4f14-8a18-ac5ac619a4ae.jpg?v=1771916989,4,"",,,,,,,,,,,,,,
p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0263-Edit.jpg?v=1771916989,5,"",,,,,,,,,,,,,,
p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/0S2A0265-Edit_2c0a158a-d29b-47fd-901f-fa8d26b51ff6.jpg?v=1771917254,6,"",,,,,,,,,,,,,,
p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/1_bac8a610-f59b-4e5c-9b3d-6e7bddc7c864.png?v=1771916989,7,"",,,,,,,,,,,,,,
p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/2_76479ed3-931e-4108-a89b-9410324970de.png?v=1771916989,8,"",,,,,,,,,,,,,,
p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/3_019388f8-8824-4b7d-b1a9-7bc61bd874d8.png?v=1771916989,9,"",,,,,,,,,,,,,,
p2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0798/7838/9996/files/4_d7b9feed-82cc-4195-bd4b-ef218c00ba2e.png?v=1771916989,10,"",,,,,,,,,,,,,,
